id,gender,masterCategory,subCategory,articleType,baseColour,season,year,usage,productDisplayName
44780,Men,Footwear,Shoes,Casual Shoes,Navy Blue,Summer,2012.0,Casual,Lotto Men Navy Blue Shoes
24447,Women,Apparel,Innerwear,Briefs,White,Summer,2017.0,Casual,Beyouty Women  Pack of 3 Briefs
57750,Women,Personal Care,Makeup,Foundation and Primer,Skin,Spring,2017.0,Casual,Lotus Herbals Natural Blend Comfort Liquid Sand Foundation 310
45871,Men,Accessories,Watches,Watches,Steel,Winter,2016.0,Casual,Maxima Men Steel Dial Watch
27322,Men,Personal Care,Fragrance,Perfume and Body Mist,Black,Spring,2017.0,Casual,ADIDAS Men Black Pure Game Perfume
15476,Men,Apparel,Topwear,Tshirts,Black,Fall,2011.0,Casual,Puma Men Logo Black Tshirts
31335,Men,Apparel,Bottomwear,Jeans,Blue,Summer,2012.0,Casual,Locomotive Men Washed Blue Jeans
11121,Women,Accessories,Headwear,Caps,Blue,Fall,2011.0,Casual,Puma Women Minicats Knit Blue Cap
44621,Unisex,Accessories,Headwear,Caps,Green,Summer,2012.0,Casual,Nike Unisex Green Daybreak Cap
53389,Women,Apparel,Topwear,Kurtas,Orange,Summer,2012.0,Ethnic,Aurelia Women Orange Kurta
25493,Men,Footwear,Flip Flops,Flip Flops,Black,Fall,2012.0,Casual,Nike Men Aquahype Black Flip Flops
21569,Men,Footwear,Shoes,Casual Shoes,Black,Summer,2012.0,Casual,Numero Uno Men Casual Black Shoes
16050,Men,Apparel,Topwear,Shirts,Navy Blue,Fall,2011.0,Casual,Highlander Men Check Navy Blue Shirt
8338,Boys,Apparel,Topwear,Tshirts,White,Fall,2011.0,Casual,Doodle Boy's 77 Juniors League White Black Kidswear
17657,Women,Footwear,Shoes,Heels,Black,Winter,2015.0,Casual,Catwalk Women Pumps Black Heels
17706,Unisex,Footwear,Shoes,Casual Shoes,Grey,Fall,2011.0,Casual,Vans unisex Old Skool Grey Casual Shoes
59945,Men,Footwear,Shoes,Casual Shoes,Blue,Summer,2015.0,Casual,Vans Men Blue Casual Shoes
17023,Women,Footwear,Shoes,Flats,Black,Winter,2012.0,Casual,Rocia Women Casual Black Sandal
2667,Women,Accessories,Bags,Handbags,Black,Winter,2015.0,Casual,Murcia Women Black Hand Bag
7400,Men,Footwear,Shoes,Formal Shoes,Brown,Winter,2018.0,Formal,Red Tape Men Brown Shoes
24029,Men,Apparel,Topwear,Tshirts,Grey,Summer,2012.0,Casual,Locomotive Men Grey Printed T-shirt
52800,Men,Accessories,Wallets,Wallets,Black,Summer,2012.0,Casual,JAG Men Black Leather Wallet
23317,Women,Apparel,Topwear,Kurtas,Brown,Fall,2011.0,Ethnic,W Women Brown Printed Kurta
10658,Women,Apparel,Topwear,Tops,White,Fall,2011.0,Casual,Doodle Girl Little frock White Tops
19806,Men,Apparel,Topwear,Tshirts,Black,Winter,2016.0,Casual,U.S. Polo Assn. Men Solid Black Tshirt
22479,Men,Apparel,Topwear,Tshirts,Black,Summer,2011.0,Casual,Timberland Men Black Linear Logo T-Shirt
57862,Women,Personal Care,Skin Care,Sunscreen,Yellow,Spring,2017.0,Casual,Biotique Women Bio Sandalwood SPF 50 Sunscreen
24555,Women,Apparel,Topwear,Tops,Black,Fall,2011.0,Casual,Jealous 21 Women Black Top
36097,Men,Accessories,Wallets,Wallets,Brown,Summer,2012.0,Casual,OTLS Men Laurel Venet Brown Wallet
17931,Men,Apparel,Bottomwear,Tights,Black,Summer,2012.0,Sports,Nike Men Training Black Tights
33330,Men,Apparel,Topwear,Shirts,Grey,Summer,2012.0,Formal,Arrow New York Men Grey Slim Fit Shirt
11898,Men,Footwear,Shoes,Formal Shoes,Black,Summer,2012.0,Formal,Franco Leone Men Formal Black Formal Shoes
31101,Boys,Apparel,Topwear,Shirts,Black,Summer,2012.0,Casual,Gini and Jony Boys Check Black Shirt
59147,Women,Footwear,Shoes,Heels,Beige,Fall,2012.0,Casual,Tiptopp Women Beige Sandals
32234,Women,Apparel,Topwear,Kurtas,Grey,Summer,2012.0,Ethnic,Fabindia Women Printed Grey Kurta
22999,Men,Apparel,Loungewear and Nightwear,Lounge Pants,Black,Summer,2016.0,Sports,2go Active Gear USA Men Black Roger Lounge Pants
48522,Women,Apparel,Dress,Jumpsuit,Blue,Winter,2011.0,Casual,French Connection Women Blue Jumpsuit
23583,Women,Personal Care,Fragrance,Deodorant,Pink,Spring,2017.0,Casual,Nike Fragrances Women Trendy Deo
19187,Men,Apparel,Topwear,Shirts,Grey,Fall,2011.0,Casual,United Colors of Benetton Men Check Grey Shirt
25061,Men,Accessories,Accessories,Accessory Gift Set,Purple,Winter,2015.0,Formal,Lino Perros Men Formal Purple Accessory Gift Set
48115,Women,Accessories,Belts,Belts,Black,Summer,2012.0,Casual,Fossil Women Black Midnight  Belt
25250,Women,Accessories,Bags,Handbags,Brown,Summer,2012.0,Casual,Lino Perros Women Brown Handbag
33465,Women,Accessories,Belts,Belts,Black,Summer,2012.0,Casual,Baggit Women Taj Black  Belt
43970,Women,Personal Care,Fragrance,Perfume and Body Mist,Black,Spring,2017.0,Casual,DKNY Women Delicious Night Perfume
31564,Men,Apparel,Bottomwear,Trousers,Charcoal,Summer,2012.0,Formal,Mark Taylor Men Striped Charcoal Trousers
26824,Men,Apparel,Bottomwear,Trousers,Brown,Summer,2012.0,Casual,Highlander Men Brown Trousers
56812,Women,Apparel,Topwear,Kurtis,Multi,Summer,2012.0,Ethnic,Aneri Women Multi Coloured Kurti
55530,Women,Personal Care,Makeup,Foundation and Primer,Skin,Spring,2017.0,Casual,Revlon Touch And Glow Natural Mist Moisturising Make up 09
43069,Men,Apparel,Topwear,Tshirts,Grey,Summer,2012.0,Casual,Nike Men Grey Tailwind T-shirt
2511,Men,Footwear,Shoes,Casual Shoes,Blue,Fall,2010.0,Casual,Numero Uno Men's Casual Blue Leatherette Shoe
8165,Men,Apparel,Topwear,Shirts,Purple,Summer,2011.0,Casual,Highlander Men Purple Checked Hale Slim Fit Shirt
23905,Men,Footwear,Shoes,Casual Shoes,White,Summer,2012.0,Casual,Fila Men Carbon White Casual Shoes
28410,Men,Accessories,Eyewear,Sunglasses,Steel,Winter,2016.0,Casual,Idee Men Steel Sunglasses
15977,Men,Apparel,Topwear,Shirts,Red,Fall,2011.0,Casual,Turtle Solid Men Red Shirt
14371,Women,Footwear,Shoes,Heels,Red,Winter,2015.0,Casual,Catwalk Women Casual Red Flats
24236,Women,Apparel,Topwear,Kurtas,Purple,Fall,2011.0,Ethnic,La-Emotio Women Purple Kurta
27792,Men,Accessories,Wallets,Wallets,Brown,Winter,2015.0,Casual,Bulchee Men Brown Wallet
4769,Women,Apparel,Topwear,Tshirts,Green,Summer,2011.0,Sports,ADIDAS Women Green Polo T-shirt
46087,Women,Footwear,Shoes,Casual Shoes,Silver,Summer,2012.0,Casual,ADIDAS Women Silver Magique Shoes
4144,Women,Footwear,Shoes,Sports Shoes,White,Summer,2011.0,Sports,Nike Women Pegasus White Blue Shoe
57209,Women,Apparel,Bottomwear,Jeans,Blue,Fall,2012.0,Casual,Kraus Jeans Women Blue Jeans
17001,Women,Footwear,Shoes,Flats,Purple,Winter,2012.0,Casual,Rocia Women Purple Heels
33862,Men,Footwear,Sandal,Sports Sandals,Black,Winter,2012.0,Sports,Puma Men Black Helium Sports Sandals
35111,Men,Accessories,Wallets,Wallets,Brown,Summer,2012.0,Casual,Allen Solly Men Leather Brown Wallet
58566,Men,Apparel,Topwear,Tshirts,Red,Summer,2012.0,Casual,Puma Men Red T-shirt
32419,Men,Apparel,Bottomwear,Shorts,Grey,Summer,2012.0,Sports,ADIDAS Men Grey Shorts
55469,Women,Personal Care,Lips,Lipstick,Bronze,Spring,2017.0,Casual,Revlon Super Lusterous Frost Bronze Lipstick 310
8634,Unisex,Footwear,Sandal,Sandals,Pink,Fall,2011.0,Casual,Crocs Crocband Pink Sandals
8842,Men,Apparel,Bottomwear,Trousers,Beige,Summer,2011.0,Casual,Scullers Men Scul Beige Trousers
20139,Women,Apparel,Topwear,Shirts,Brown,Fall,2011.0,Casual,Wrangler Women Puff Brown Shirt
47247,Men,Footwear,Shoes,Casual Shoes,Blue,Summer,2013.0,Casual,Playboy Men Blue Canvas Shoes
59939,Men,Footwear,Shoes,Casual Shoes,Blue,Spring,2013.0,Casual,Vans Men Blue Casual Shoes
45789,Women,Footwear,Shoes,Flats,Maroon,Summer,2012.0,Casual,Senorita Women Maroon Sandals
56527,Women,Personal Care,Lips,Lipstick,Brown,Spring,2017.0,Casual,Streetwear Satin Smooth Plum Brown Lipstick 39
11150,Women,Accessories,Watches,Watches,Pink,Winter,2016.0,Casual,Carrera Women Sqaure dial Pink Watches
49892,Unisex,Accessories,Watches,Watches,Blue,Winter,2016.0,Casual,Q&Q Kids Unisex Blue Dial Analog Watch
7117,Unisex,Accessories,Bags,Backpacks,Grey,Winter,2015.0,Casual,Wildcraft Unisex Grey & Black Backpack
27733,Women,Accessories,Bags,Handbags,Grey,Winter,2015.0,Casual,Murcia Women Grey Handbag
48023,Women,Accessories,Watches,Watches,Orange,Winter,2016.0,Casual,Helix Women Orange Dial Watch
16037,Men,Apparel,Topwear,Shirts,Green,Fall,2011.0,Casual,Highlander Men Check Green Shirt
26789,Men,Apparel,Topwear,Shirts,Blue,Summer,2012.0,Formal,Arrow Men Blue Shirt
35177,Unisex,Accessories,Bags,Backpacks,Black,Summer,2015.0,Casual,Wildcraft Unisex Black Backpack
51420,Men,Apparel,Topwear,Shirts,Blue,Summer,2012.0,Casual,Myntra Men Blue Shirt
56326,Women,Accessories,Watches,Watches,Steel,Winter,2016.0,Casual,Fastrack Women Steel Dial Watch
22764,Women,Apparel,Topwear,Kurtas,Blue,Fall,2011.0,Ethnic,BIBA Women Solid Blue Kurta
25555,Men,Apparel,Topwear,Tshirts,Blue,Summer,2012.0,Casual,Wrangler Men Biker Blue T-shirt
51732,Women,Accessories,Eyewear,Sunglasses,Brown,Winter,2016.0,Casual,Allen Solly Women Printed Sunglasses AH218-C3
27170,Men,Apparel,Topwear,Shirts,White,Summer,2012.0,Formal,Mark Taylor Men Striped White Shirt
21050,Women,Footwear,Shoes,Heels,Silver,Fall,2012.0,Casual,Clarks Women Santa Cruz Silver Flats
24069,Men,Apparel,Topwear,Shirts,Black,Fall,2011.0,Casual,Locomotive Men Checked Black Shirt
44952,Men,Personal Care,Fragrance,Deodorant,Black,Spring,2017.0,Casual,Kama Sutra Men Dare Deo
45395,Women,Footwear,Shoes,Flats,Black,Winter,2012.0,Casual,Rocia Women Black & Red Sandals
18272,Women,Apparel,Topwear,Kurtas,Green,Fall,2011.0,Ethnic,Aneri Women New Piya Green Kurta
57068,Women,Apparel,Topwear,Jackets,Blue,Summer,2012.0,Casual,Elle Women Navy Blue Jacket
35554,Girls,Footwear,Sandal,Sandals,Pink,Summer,2012.0,Casual,Enroute Teens Pink Sandals
55920,Women,Personal Care,Nails,Nail Polish,Metallic,Spring,2017.0,Casual,Colorbar Icy Pink Nail Lacquer 55
10478,Men,Apparel,Topwear,Shirts,Maroon,Fall,2011.0,Casual,Flying Machine Men Ydc Maroon Shirts
58669,Women,Apparel,Topwear,Kurtas,White,Summer,2012.0,Ethnic,ALayna Women Printed White Kurta
7434,Men,Apparel,Topwear,Tshirts,Olive,Summer,2011.0,Casual,Proline Men Olive Brown Polo T-shirt
9309,Men,Apparel,Topwear,Tshirts,Navy Blue,Fall,2011.0,Casual,Indian Terrain Men Rico Navy Blue T-shirt
51337,Men,Accessories,Socks,Socks,Charcoal,Summer,2016.0,Casual,Raymond Men Charcoal Socks
54654,Women,Accessories,Watches,Watches,Black,Winter,2016.0,Casual,Fastrack Women Black Dial Watch
39671,Men,Footwear,Shoes,Sports Shoes,White,Summer,2012.0,Sports,Lotto Men White Sports Shoes
52618,Women,Accessories,Bags,Handbags,Black,Summer,2012.0,Casual,Mod'acc Women Black Handbag
14864,Women,Accessories,Jewellery,Bracelet,Red,Summer,2011.0,Casual,United Colors of Benetton Women Funky Red Bracelet
11397,Men,Apparel,Topwear,Sweaters,Black,Fall,2011.0,Casual,United Colors of Benetton Men Light WinterSweater Black Sweaters
56470,Women,Personal Care,Nails,Nail Polish,Magenta,Spring,2017.0,Casual,Streetwear Magenta Nail Polish 59
2187,Men,Apparel,Bottomwear,Shorts,Navy Blue,Fall,2010.0,Sports,ADIDAS Men Stripe Navy Short
21990,Women,Accessories,Bags,Handbags,Black,Winter,2015.0,Casual,Murcia Women Black Casual Handbag
24040,Men,Apparel,Topwear,Tshirts,Navy Blue,Summer,2012.0,Casual,Locomotive Men Navy Blue Printed T-shirt
27027,Women,Apparel,Bottomwear,Shorts,Blue,Summer,2012.0,Casual,Jealous 21 Women Blue Shorts
8639,Women,Accessories,Eyewear,Sunglasses,Grey,Winter,2016.0,Casual,Fastrack Women Hip Hop Sunglasses P173BK1F
24404,Women,Apparel,Topwear,Kurtas,Purple,Summer,2012.0,Ethnic,Vishudh Women Purple Printed Kurta
56081,Women,Personal Care,Lips,Lip Gloss,Silver,Spring,2017.0,Casual,Colorbar Clear Glaze Star Shine Lip Gloss 015
7710,Men,Footwear,Shoes,Casual Shoes,Blue,Fall,2011.0,Casual,Puma Men's Bluebird Blue Yellow Shoe
12463,Men,Accessories,Stoles,Stoles,Blue,Fall,2011.0,Casual,Basics Men Blue Checked Stoles
33539,Women,Apparel,Topwear,Tops,Black,Summer,2012.0,Casual,Wrangler Women Maddy Black Top
5409,Men,Footwear,Shoes,Sports Shoes,Blue,Fall,2011.0,Sports,Quechua Arpenaz  200 M
19763,Unisex,Accessories,Watches,Watches,Turquoise Blue,Winter,2016.0,Casual,Ice Unisex Sili Turquoise Watch
17174,Men,Apparel,Topwear,Shirts,Brown,Fall,2011.0,Casual,U.S. Polo Assn. Men Checks Brown Shirt
56339,Men,Accessories,Watches,Watches,Silver,Winter,2016.0,Casual,Fastrack Men Sliver Dial Watch
35335,Women,Accessories,Jewellery,Pendant,Gold,Winter,2016.0,Ethnic,Fabindia Women Ananya Gold Pendant
3121,Men,Apparel,Topwear,Tshirts,Green,Summer,2011.0,Casual,Probase Men's Player Tee Green T-shirt
22009,Women,Accessories,Bags,Handbags,Black,Winter,2015.0,Casual,Murcia Women Casual Black Handbag
53918,Women,Accessories,Bags,Handbags,Grey,Summer,2012.0,Casual,Kiara Women Grey Handbag
25230,Women,Accessories,Bags,Handbags,Blue,Winter,2015.0,Casual,Lino Perros Women Leatherette Blue Handbag
9831,Women,Apparel,Topwear,Tshirts,Grey,Fall,2011.0,Casual,Little Miss Women Printed Dark Grey T-shirt
42558,Women,Apparel,Topwear,Kurtas,Multi,Summer,2012.0,Ethnic,Mother Earth Women Multi Coloured Kurta
16959,Women,Accessories,Eyewear,Sunglasses,Brown,Winter,2016.0,Casual,Image Women Classic Eyewear Brown Sunglasses
36884,Men,Accessories,Belts,Belts,Black,Summer,2012.0,Casual,Fossil Men Black Clarkson Belt
27506,Women,Apparel,Innerwear,Bra,Red,Winter,2015.0,Casual,Jockey Women Red T-shirt Bra SS 14
4308,Unisex,Apparel,Topwear,Tshirts,Red,Summer,2011.0,Casual,Tantra Kid's Unisex Meet My Daddy Red Kidswear
57970,Women,Apparel,Saree,Sarees,Green,Fall,2012.0,Ethnic,Prafful Green Printed Sari
5481,Men,Footwear,Shoes,Sports Shoes,Blue,Summer,2011.0,Sports,Nike Men Air Courtballistec Blue Shoe
14752,Men,Apparel,Topwear,Shirts,Grey,Fall,2011.0,Formal,Arrow Men Solid Grey Shirts
17265,Men,Apparel,Topwear,Tshirts,Blue,Fall,2011.0,Casual,U.S. Polo Assn. Men Solid Limoges Polo Tshirt
28646,Women,Apparel,Topwear,Tshirts,Grey,Summer,2012.0,Sports,Nike Women Bleach Grey T-shirt
52299,Men,Apparel,Innerwear,Boxers,Red,Summer,2016.0,Casual,Crusoe Men Red Printed Get Away Boxers R09
3284,Men,Apparel,Topwear,Tshirts,Red,Summer,2011.0,Casual,Guerrilla Men's Move It Move On Red T-shirt
31263,Men,Apparel,Topwear,Tshirts,Navy Blue,Summer,2012.0,Casual,Puma Men Navy Blue T-shirt
33080,Men,Apparel,Topwear,Tshirts,White,Summer,2012.0,Casual,U.S. Polo Assn. Denim Co. Men Printed Cream T-Shirt
7262,Men,Footwear,Shoes,Casual Shoes,Black,Fall,2011.0,Casual,Rockport Men's Gavia Black Shoe
15811,Men,Apparel,Innerwear,Briefs,Black,Summer,2016.0,Casual,Facit Men Trophy BF Black Briefs
3655,Men,Footwear,Shoes,Casual Shoes,Black,Summer,2011.0,Casual,Fila Men's Batec Black Shoe
36375,Men,Accessories,Socks,Socks,Navy Blue,Summer,2016.0,Casual,Reid & Taylor Men Navy Blue Socks
8527,Men,Footwear,Sandal,Sandals,Black,Summer,2011.0,Casual,Nike Men Nike air embark Black Sandals
34813,Men,Footwear,Flip Flops,Flip Flops,Black,Fall,2012.0,Casual,ADIDAS Men Calo Black Flip Flops
7742,Men,Apparel,Topwear,Tshirts,Purple,Fall,2011.0,Casual,Indigo Nation Men Purple Polo T-shirt
12078,Women,Apparel,Topwear,Kurtas,Pink,Fall,2011.0,Ethnic,W Women Printed Pink Kurtas
32458,Women,Apparel,Topwear,Tshirts,Blue,Summer,2012.0,Casual,ADIDAS Women Graphic Blue T-shirt
6292,Men,Apparel,Topwear,Tshirts,Yellow,Summer,2011.0,Casual,UCB Men's 77 Agent Yellow T-shirt
58502,Women,Apparel,Dress,Dresses,Beige,Fall,2012.0,Casual,Tonga Brown Animal Print Dress
37767,Men,Apparel,Topwear,Shirts,Red,Summer,2012.0,Casual,John Players Men Orange And Blue Check Shirt
33392,Women,Accessories,Wallets,Wallets,Brown,Summer,2012.0,Casual,Baggit Women Bleed Taj Brown Wallet
23307,Women,Apparel,Topwear,Tunics,Green,Fall,2011.0,Casual,W Women Green Printed Tunic
25861,Unisex,Accessories,Bags,Laptop Bag,Black,Winter,2015.0,Casual,American Tourister Unisex Black Laptop Bag
42131,Men,Footwear,Shoes,Sports Shoes,Black,Summer,2012.0,Sports,Nike Men Black Air Max Sports Shoes
57436,Women,Apparel,Topwear,Tshirts,Blue,Summer,2015.0,Casual,Angry Birds Women Blue T-shirt
4503,Men,Footwear,Shoes,Sports Shoes,Blue,Summer,2011.0,Sports,Lotto Men's Zurigo White Blue Red Shoe
4766,Men,Apparel,Topwear,Tshirts,White,Summer,2011.0,Sports,ADIDAS Men's Barr White T-shirt
58547,Women,Accessories,Eyewear,Sunglasses,Black,Winter,2016.0,Casual,Miami Blues Women Sunglasses
16004,Men,Apparel,Topwear,Sweaters,Grey,Fall,2011.0,Casual,Turtle Stripes Men Grey Sweaters
43156,Women,Accessories,Watches,Watches,Silver,Winter,2016.0,Casual,Fastrack Women Silver Dial Watch
32561,Women,Apparel,Bottomwear,Jeans,Peach,Summer,2012.0,Casual,ONLY Women Peach Jeans
54808,Women,Accessories,Bags,Handbags,Brown,Summer,2010.0,Casual,Ivory Tag Embellished Rose Brown Sling Bag
59533,Women,Accessories,Jewellery,Earrings,Silver,Summer,2013.0,Casual,Lucera Silver Earrings
42268,Women,Footwear,Shoes,Casual Shoes,Red,Summer,2012.0,Casual,Vans Women Red Authentic Shoes
55874,Women,Personal Care,Nails,Nail Polish,Brown,Spring,2017.0,Casual,Colorbar Creme Cup 2 Nail Lacquer 78V
24551,Women,Apparel,Topwear,Kurtas,Blue,Fall,2011.0,Ethnic,Diva Women Blue Printed Kurta
12407,Men,Accessories,Socks,Socks,Brown,Summer,2016.0,Formal,Reid & Taylor Men Brown Striped Socks
19476,Men,Apparel,Topwear,Sweatshirts,Black,Summer,2012.0,Casual,Quiksilver Men Black Casual Sweatshirt
18739,Women,Apparel,Topwear,Tops,Purple,Fall,2011.0,Casual,Arrow Woman Tigi Purple Top
28804,Men,Apparel,Bottomwear,Jeans,Blue,Summer,2012.0,Casual,Denizen Men Blue Jeans
10115,Unisex,Footwear,Sandal,Sandals,Grey,Fall,2011.0,Casual,Reebok Unisex Adventure Sports Grey Sandals
37313,Men,Accessories,Watches,Watches,Black,Winter,2016.0,Casual,Casio Edifice Men Chronograph Watch EF-558D-1AVDF(ED436)
17515,Women,Apparel,Topwear,Sweaters,Pink,Fall,2011.0,Casual,Jealous 21 Women Solid Pink Sweater
32286,Men,Accessories,Watches,Watches,White,Winter,2016.0,Casual,Q&Q Men White Dial Watch
45194,Women,Accessories,Watches,Watches,White,Winter,2016.0,Casual,CASIO ENTICER Women White Dial Analogue Watch A646
42407,Men,Apparel,Innerwear,Briefs,White,Summer,2016.0,Casual,Basics Men White Printed Fashion Brief
54567,Women,Apparel,Topwear,Kurtas,Maroon,Summer,2012.0,Ethnic,Sushilas Women Printed Maroon Kurta
40599,Women,Apparel,Topwear,Kurtis,Brown,Summer,2012.0,Ethnic,Aurelia Women Brown Kurti
29225,Men,Footwear,Flip Flops,Flip Flops,Navy Blue,Summer,2012.0,Casual,ADIDAS Men adiPure Slide Navy Blue Flip Flops
25984,Women,Personal Care,Fragrance,Deodorant,Purple,Spring,2017.0,Casual,J.Del Pozo Halloween Women Deo
2892,Women,Footwear,Shoes,Heels,White,Winter,2015.0,Casual,Catwalk Women Flat Zip White Flats
30726,Girls,Apparel,Topwear,Lehenga Choli,Blue,Summer,2012.0,Ethnic,Fabindia Girls Printed Blue Lehenga Choli
13948,Women,Apparel,Bottomwear,Jeans,Blue,Fall,2011.0,Casual,United Colors of Benetton Women Washed Blue Jeans
8859,Men,Apparel,Topwear,Shirts,White,Fall,2011.0,Casual,Mark Taylor Men White Striped Shirt
45423,Women,Footwear,Shoes,Flats,Black,Winter,2012.0,Casual,Rocia Women Black Sandals
50007,Women,Apparel,Innerwear,Bra,Skin,Winter,2015.0,Sports,Hanes Women Beige Cotton Stretch Light Padded Bra
3432,Men,Apparel,Topwear,Tshirts,Black,Summer,2011.0,Casual,Myntra Men's Everyone Entitled Black T-shirt
13983,Unisex,Footwear,Flip Flops,Flip Flops,Red,Fall,2011.0,Casual,Puma Unisex Jive Red Slippers
33719,Women,Apparel,Bottomwear,Leggings,Blue,Fall,2012.0,Casual,Pieces Women Blue Leggings
39575,Women,Footwear,Shoes,Heels,Beige,Winter,2015.0,Casual,Catwalk Women Beige Flats
30735,Men,Apparel,Bottomwear,Churidar,Beige,Summer,2012.0,Ethnic,Fabindia Men Beige Churidar
46978,Women,Accessories,Bags,Handbags,Brown,Summer,2012.0,Casual,Bulchee Women Brown Handbag
55525,Women,Personal Care,Makeup,Highlighter and Blush,Skin,Spring,2017.0,Casual,Revlon Skinlights Golden Light Face Illuminator 02
29611,Men,Apparel,Topwear,Shirts,Blue,Summer,2012.0,Casual,Indigo Nation Men Check Blue Shirt
27736,Women,Accessories,Bags,Handbags,Black,Winter,2015.0,Casual,Murcia Women Black Handbag
8666,Unisex,Accessories,Eyewear,Sunglasses,Green,Winter,2016.0,Casual,Fastrack Unisex Green Sunglasses
4226,Men,Apparel,Topwear,Tshirts,Grey,Summer,2011.0,Casual,Probase Men's Last Week Grey T-shirt
43924,Women,Apparel,Topwear,Tops,Grey,Summer,2012.0,Casual,Femella Women Grey Top
45315,Men,Accessories,Belts,Belts,Black,Summer,2012.0,Formal,Van Heusen Men Black & Brown Reversible Belt
56619,Women,Personal Care,Makeup,Highlighter and Blush,Pink,Spring,2017.0,General,Streetwear Stay On Blush Blusher
41609,Men,Apparel,Topwear,Shirts,Red,Summer,2012.0,Casual,Basics Men Red & Black Checked Slim Fit Shirt
46308,Women,Accessories,Watches,Watches,White,Winter,2016.0,Casual,Fossil Women White Dial Watch AM4183
56958,Women,Footwear,Shoes,Heels,Blue,Winter,2012.0,Casual,HM Women Blue Flats
19699,Men,Apparel,Topwear,Shirts,White,Fall,2011.0,Casual,United Colors of Benetton Men White Shirt
45228,Men,Accessories,Watches,Watches,Black,Winter,2016.0,Casual,CASIO YOUTH Men Black Small Dial Digital Watch AD142
15417,Women,Footwear,Shoes,Sports Shoes,White,Fall,2011.0,Sports,FILA Women Tenet White Sports Shoes
1786,Men,Footwear,Shoes,Sports Shoes,White,Fall,2010.0,Sports,Lotto Men's Court Logo White Shoe
58501,Women,Apparel,Dress,Dresses,Beige,Fall,2012.0,Casual,Tonga Brown Animal Print Dress
34683,Boys,Apparel,Topwear,Tshirts,Red,Summer,2012.0,Casual,Allen Solly Kids Boys Red T-shirt
23296,Men,Footwear,Sandal,Sandals,Olive,Fall,2011.0,Casual,Lotto Men Zeus Olive Sandals
21733,Women,Footwear,Shoes,Heels,Brown,Winter,2015.0,Casual,Catwalk Women Casual Brown Flats
19567,Men,Apparel,Topwear,Tshirts,White,Summer,2011.0,Casual,United Colors of Benetton Men Striped White TShirt
15643,Men,Apparel,Bottomwear,Track Pants,Black,Fall,2011.0,Sports,Nike Men AS Team Woven Black Track Pants
4375,Men,Apparel,Topwear,Tshirts,Navy Blue,Summer,2011.0,Casual,Marvel Comics Men's Comic Poses Navy T-shirt
26261,Men,Apparel,Topwear,Tshirts,Beige,Summer,2013.0,Casual,Proline Men Beige Polo Tshirt
48935,Women,Accessories,Jewellery,Ring,Silver,Summer,2015.0,Casual,Lucera Women Silver Ring
42027,Women,Footwear,Shoes,Sports Shoes,Black,Fall,2012.0,Sports,ADIDAS Women Sukoi Black Sports Shoes
54158,Women,Accessories,Jewellery,Necklace and Chains,Gold,Fall,2012.0,Casual,Femella Golden Necklace
20304,Women,Apparel,Topwear,Sweaters,Maroon,Fall,2011.0,Casual,Jealous 21 Women Stripes Maroon Sweater
33860,Men,Footwear,Flip Flops,Flip Flops,White,Winter,2014.0,Casual,Puma Men Drifter Road White Flip Flops
9651,Men,Apparel,Topwear,Shirts,Green,Fall,2011.0,Casual,Indigo Nation Men Checks Green Shirts
10764,Men,Apparel,Topwear,Tshirts,Black,Fall,2011.0,Casual,Puma Men Bts Black Tshirts
57034,Women,Apparel,Dress,Jumpsuit,White,Summer,2012.0,Casual,Forever New Women White Playsuit
25623,Men,Accessories,Watches,Watches,Silver,Winter,2016.0,Casual,Fastrack Men Silver Dial Analog Chronograph Watch
24726,Men,Footwear,Shoes,Casual Shoes,Off White,Fall,2011.0,Casual,United Colors of Benetton Men Classic Sneakers Off White Casual Shoes
12282,Men,Apparel,Topwear,Shirts,Green,Fall,2011.0,Formal,Genesis Men Green & Purple Striped Shirt
8901,Men,Apparel,Bottomwear,Trousers,Grey,Fall,2011.0,Formal,Indigo Nation Men PV stretch Grey Trousers
30936,Women,Apparel,Topwear,Kurtis,Orange,Spring,2013.0,Ethnic,Fabindia Women Orange Kurti
25276,Women,Accessories,Bags,Handbags,Red,Summer,2012.0,Casual,Lino Perros Women Leatherite Red Handbag
9064,Men,Apparel,Topwear,Shirts,Blue,Fall,2011.0,Formal,Mark Taylor Men Blue Striped Shirt
40278,Men,Apparel,Bottomwear,Trousers,Brown,Summer,2012.0,Casual,Scullers Men Brown Trousers
46174,Women,Accessories,Jewellery,Necklace and Chains,Blue,Fall,2012.0,Casual,Adrika Women Blue Necklace
32878,Women,Apparel,Topwear,Tops,Orange,Summer,2012.0,Casual,Allen Solly Woman Striped Orange Top
52785,Women,Accessories,Wallets,Wallets,Black,Fall,2012.0,Casual,Fiorelli Women Black Wallet
43506,Men,Apparel,Topwear,Tshirts,Blue,Summer,2012.0,Casual,French Connection Men Blue T-shirt
22617,Men,Apparel,Topwear,Tshirts,Black,Fall,2011.0,Sports,Nike Men Black T-shirt
47203,Men,Footwear,Shoes,Formal Shoes,Brown,Summer,2012.0,Formal,Franco Leone Men Brown Formal Shoes
53788,Men,Apparel,Topwear,Tshirts,Blue,Summer,2012.0,Casual,Puma Men Blue T-shirt
39614,Women,Footwear,Shoes,Heels,Gold,Winter,2015.0,Casual,Catwalk Women Gold Heels
